Data info
File name: D:\Documents\Uni\Tesi\ConditionPanda\Scripts\AutomationData\LattePanda20210314144404.dxd
Start time: 3/14/2021 14:44:06.108
Number of channels: 1
Sample rate: 20000
Store type: fast on trigger
Post time: 10000


Data1

Time (s),AI 1 -  (m/s2)
0.01035,0.016731089
0.0104,0.024148675
0.01045,0.034230974
0.0105,0.041642822
0.01055,0.051963195
0.0106,0.054217726
0.01065,0.054361146
0.0107,0.049949601
0.01075,0.036385112
0.0108,0.025247259
0.01085,0.017597336
0.0109,0.010105171
0.01095,0.008805803
0.011,0.01001912
0.01105,0.012067132
0.0111,0.018024722
0.01115,0.029440807
0.0112,0.035581972
0.01125,0.041074887
0.0113,0.037366092
0.01135,0.029544067
0.0114,0.021426599
0.01145,0.011114835
0.0115,-0.00068274216
0.01155,-0.00950009
0.0116,-0.015529389
0.01165,-0.01193533
0.0117,-0.0058859526
0.01175,-0.0027537004
0.0118,0.0086222272
0.01185,0.018228374
0.0119,0.026213897
0.01195,0.030352945
0.012,0.031990778
0.01205,0.029294521
0.0121,0.02188267
0.01215,0.013062453
0.0122,0.0028682912
0.01225,-0.0070246924
0.0123,-0.014069392
0.01235,-0.023142025
0.0124,-0.025542842
0.01245,-0.022364696
0.0125,-0.015116344
0.01255,-0.01077938
0.0126,-0.0055905115
0.01265,-0.0026045453
0.0127,-0.0036801815
0.01275,-0.0077188364
0.0128,-0.012804444
0.01285,-0.017224591
0.0129,-0.021647608
0.01295,-0.02274619
0.013,-0.019820461
0.01305,-0.013616191
0.0131,-0.0077962819
0.01315,-0.0029803009
0.0132,2.2875125E-5
0.01325,0.0036800378
0.0133,0.0044401544
0.01335,0.0046093878
0.0134,0.0030862868
0.01345,0.0038980336
0.0135,0.0033874647
0.01355,0.003800509
0.0136,0.007870716
0.01365,0.007007339
0.0137,0.0072568869
0.01375,0.012795696
0.0138,0.01622339
0.01385,0.021845382
0.0139,0.026756018
0.01395,0.031270821
0.014,0.031675261
0.01405,0.032383747
0.0141,0.027410004
0.01415,0.021182789
0.0142,0.020611985
0.01425,0.023345536
0.0143,0.024567457
0.01435,0.028832713
0.0144,0.028290592
0.01445,0.027975073
0.0145,0.030043162
0.01455,0.037153833
0.0146,0.039540313
0.01465,0.04001072
0.0147,0.039692335
0.01475,0.034718592
0.0148,0.022877991
0.01485,0.019814579
0.0149,0.013346422
0.01495,0.0037029849
0.015,-0.0022001062
0.01505,-0.013398196
0.0151,-0.020227768
0.01515,-0.023629645
0.0152,-0.028640678
0.01525,-0.033654574
0.0153,-0.031107469
0.01535,-0.031893399
0.0154,-0.036339361
0.01545,-0.031009942
0.0155,-0.030817764
0.01555,-0.028677965
0.0156,-0.027103232
0.01565,-0.027086021
0.0157,-0.020752678
0.01575,-0.019157868
0.0158,-0.021108355
0.01585,-0.019450441
0.0159,-0.019341443
0.01595,-0.018535433
0.016,-0.016269427
0.01605,-0.014066523
0.0161,-0.01412676
0.01615,-0.005352437
0.0162,-0.0026016771
0.01625,0.0034304901
0.0163,0.0060722525
0.01635,0.0043254197
0.0164,0.0058169682
0.01645,0.0074519352
0.0165,0.0078936629
0.01655,0.00012039947
0.0166,-0.0094312485
0.01665,-0.014542672
0.0167,-0.015503573
0.01675,-0.01741964
0.0168,-0.015245421
0.01685,-0.0089264177
0.0169,-0.0044546393
0.01695,0.0016205533
0.017,0.007799007
0.01705,0.014129485
0.0171,0.019163461
0.01715,0.022923885
0.0172,0.025651699
0.01725,0.028976129
0.0173,0.03139703
0.01735,0.027083011
0.0174,0.024937477
0.01745,0.02076114
0.0175,0.020161651
0.01755,0.017270342
0.0176,0.016148813
0.01765,0.01809643
0.0177,0.025075158
0.01775,0.030545127
0.0178,0.036172856
0.01785,0.039442785
0.0179,0.036135565
0.01795,0.031095851
0.018,0.026449105
0.01805,0.017190028
0.0181,0.0096433647
0.01815,0.0077244299
0.0182,0.0081833676
0.01825,0.010182617
0.0183,0.012939113
0.01835,0.020864401
0.0184,0.025548438
0.01845,0.029179785
0.0185,0.028184464
0.01855,0.031233532
0.0186,0.033731874
0.01865,0.033620011
0.0187,0.033456516
0.01875,0.027742736
0.0188,0.018409081
0.01885,0.011978212
0.0189,0.0085763335
0.01895,0.0052777161
0.019,0.0076871412
0.01905,0.011527879
0.0191,0.010816525
0.01915,0.011499195
0.0192,0.012953456
0.01925,0.012325284
0.0193,0.0091758212
0.01935,0.0025986652
0.0194,-0.002656176
0.01945,-0.002650439
0.0195,-8.0385937E-5
0.01955,0.0010640909
0.0196,-0.0034765278
0.01965,0.000622363
0.0197,0.0056419983
0.01975,0.0076986146
0.0198,0.011679902
0.01985,0.01348697
0.0199,0.022602629
0.01995,0.03154045
0.02,0.037942633
0.02005,0.039918937
0.0201,0.039333791
0.02015,0.03987591
0.0202,0.03597207
0.02025,0.030559467
0.0203,0.025651699
0.02035,0.022588287
0.0204,0.02321359
0.02045,0.026652757
0.0205,0.029968586
0.02055,0.031526104
0.0206,0.029440807
0.02065,0.03214854
0.0207,0.03337333
0.02075,0.03085204
0.0208,0.027510399
0.02085,0.029962847
0.0209,0.027217826
0.02095,0.021756461
0.021,0.015775925
0.02105,0.010521084
0.0211,0.0071995193
0.02115,0.0044487589
0.0212,0.0059001506
0.02125,0.005986202
0.0213,0.0098929117
0.02135,0.014278639
0.0214,0.017129792
0.02145,0.019917842
0.0215,0.020502986
0.02155,0.017938672
0.0216,0.013420999
0.02165,0.0087828552
0.0217,0.0037804306
0.02175,0.00077725464
0.0218,-0.0042940113
