Data info
File name: D:\Documents\Uni\Tesi\ConditionPanda\Scripts\AutomationData\LattePanda20210304185505.dxd
Start time: 3/4/2021 18:55:09.321
Number of channels: 1
Sample rate: 5000
Store type: fast on trigger
Post time: 6000


Data1

Time (s),AI 1 - Prova (m/s2)
0.0398,-1.9317135
0.04,-2.2702262
0.0402,-1.8660222
0.0404,-1.1234317
0.0406,-0.13726272
0.0408,1.0988125
0.041,2.126564
0.0412,2.3451447
0.0414,1.733343
0.0416,0.84106135
0.0418,-0.26380342
0.042,-1.5425025
0.0422,-2.3101883
0.0424,-2.1512437
0.0426,-1.4226651
0.0428,-0.56443363
0.043,0.67310429
0.0432,1.8041571
0.0434,2.3936746
0.0436,1.9158255
0.0438,1.232636
0.044,0.15658386
0.0442,-1.0962826
0.0444,-2.1345239
0.0446,-2.2523077
0.0448,-1.7037617
0.045,-0.941764
0.0452,0.13599476
0.0454,1.4531471
0.0456,2.307925
0.0458,2.1922927
0.046,1.4943339
0.0462,0.57542795
0.0464,-0.65807712
0.0466,-1.8778687
0.0468,-2.3549058
0.047,-1.9111272
0.0472,-1.1886841
0.0474,-0.197157
0.0476,1.0483062
0.0478,2.0624447
0.048,2.2710147
0.0482,1.6856365
0.0484,0.96528727
0.0486,-0.1772563
0.0488,-1.3764013
0.049,-2.2754667
0.0492,-2.0835302
0.0494,-1.4812285
0.0496,-0.63142431
0.0498,0.52690673
0.05,1.7766123
0.0502,2.2815561
0.0504,2.0352325
0.0506,1.3475282
0.0508,0.28265128
0.051,-0.96502066
0.0512,-2.1086168
0.0514,-2.3169289
0.0516,-1.7724361
0.0518,-0.98486114
0.052,0.035444289
0.0522,1.3212798
0.0524,2.2195852
0.0526,2.2227833
0.0528,1.5590842
0.053,0.70306152
0.0532,-0.53592789
0.0534,-1.7319692
0.0536,-2.2910101
0.0538,-1.937803
0.054,-1.3445911
0.0542,-0.36799094
0.0544,0.92264622
0.0546,2.0428596
0.0548,2.3146884
0.055,1.8196608
0.0552,1.0575825
0.0554,-0.048547111
0.0556,-1.3544353
0.0558,-2.2974555
0.056,-2.1822677
0.0562,-1.521549
0.0564,-0.73073846
0.0566,0.40006486
0.0568,1.6398717
0.057,2.3535779
0.0572,2.0083361
0.0574,1.420657
0.0576,0.40728164
0.0578,-0.84898674
0.058,-2.038408
0.0582,-2.292892
0.0584,-1.7855186
0.0586,-1.0933971
0.0588,-0.096116051
0.059,1.2183629
0.0592,2.2227633
0.0594,2.3231301
0.0596,1.6080816
0.0598,0.79081625
0.06,-0.36680633
0.0602,-1.6421896
0.0604,-2.4059944
0.0606,-2.0760982
0.0608,-1.2926335
0.061,-0.42888057
0.0612,0.78629857
0.0614,1.9209054
0.0616,2.2881274
0.0618,1.9262147
0.062,1.0898345
0.0622,0.057923649
0.0624,-1.2114073
0.0626,-2.1808221
0.0628,-2.2304077
0.063,-1.6231092
0.0632,-0.88230276
0.0634,0.27070454
0.0636,1.5221598
0.0638,2.3130219
0.064,2.1544876
0.0642,1.4698294
0.0644,0.53219885
0.0646,-0.75715327
0.0648,-1.9220184
0.065,-2.3742445
0.0652,-1.8822141
0.0654,-1.1303904
0.0656,-0.082261853
0.0658,1.1220261
0.066,2.1872473
0.0662,2.2742617
0.0664,1.6463054
0.0666,0.87088656
0.0668,-0.29268208
0.067,-1.5407698
0.0672,-2.311892
0.0674,-2.0162556
0.0676,-1.4340467
0.0678,-0.552966
0.068,0.68099803
0.0682,1.8558565
0.0684,2.3875134
0.0686,1.9879189
0.0688,1.1634854
0.069,0.15647773
0.0692,-1.0892868
0.0694,-2.1369908
0.0696,-2.3053062
0.0698,-1.6713694
0.07,-0.9189834
0.0702,0.19125091
0.0704,1.503983
0.0706,2.2715197
0.0708,2.0518632
0.071,1.4619042
0.0712,0.52579671
0.0714,-0.58182168
0.0716,-1.7980562
0.0718,-2.3108048
0.072,-1.8888574
0.0722,-1.2023948
0.0724,-0.25438944
0.0726,0.97692704
0.0728,2.0763247
0.073,2.3530014
0.0732,1.8020575
0.0734,0.95951325
0.0736,-0.20996711
0.0738,-1.3977362
0.074,-2.2801249
0.0742,-2.1679575
0.0744,-1.5324488
0.0746,-0.60107124
0.0748,0.49839807
0.075,1.7148967
0.0752,2.3538275
0.0754,2.0306261
0.0756,1.3421185
0.0758,0.23779871
0.076,-0.94730848
0.0762,-2.0306721
0.0764,-2.2637465
0.0766,-1.7975085
0.0768,-1.0079055
0.077,0.015959499
0.0772,1.3123018
0.0774,2.2694488
0.0776,2.3213203
0.0778,1.612172
0.078,0.65875679
0.0782,-0.55821508
0.0784,-1.7103648
0.0786,-2.3753891
0.0788,-2.0267596
0.079,-1.2828324
0.0792,-0.33135909
0.0794,0.91595137
0.0796,2.0689042
0.0798,2.3119118
0.08,1.8545916
0.0802,1.0124316
0.0804,-0.11369337
0.0806,-1.3310353
0.0808,-2.2625506
0.081,-2.1577492
0.0812,-1.5761597
0.0814,-0.70687944
0.0816,0.40774632
0.0818,1.6391575
0.082,2.3551583
0.0822,2.1355104
0.0824,1.2848774
0.0826,0.3615284
0.0828,-0.83722359
0.083,-1.9721632
0.0832,-2.3642826
0.0834,-1.8016963
0.0836,-1.0512379
0.0838,-0.08101698
0.084,1.2443217
0.0842,2.2039669
0.0844,2.3014855
0.0846,1.637795
0.0848,0.71619862
0.085,-0.39353949
0.0852,-1.5954467
0.0854,-2.3832109
0.0856,-2.0520384
0.0858,-1.367016
0.086,-0.4490222
0.0862,0.72401494
0.0864,2.0185959
0.0866,2.4598219
0.0868,1.8939025
0.087,1.1043197
0.0872,0.024900187
0.0874,-1.1512892
0.0876,-2.2180421
0.0878,-2.3235319
0.088,-1.6226444
0.0882,-0.74540442
0.0884,0.31120008
0.0886,1.5038196
0.0888,2.3303068
0.089,2.1808391
0.0892,1.3736703
0.0894,0.46495298
0.0896,-0.74569702
0.0898,-1.8692693
0.09,-2.3581243
0.0902,-1.8972759
0.0904,-1.1649512
0.0906,-0.12337983
0.0908,1.0656627
0.091,2.1414995
0.0912,2.3647213
0.0914,1.7502722
0.0916,0.82915473
0.0918,-0.27892542
0.092,-1.5125338
0.0922,-2.3267703
0.0924,-2.1609473
0.0926,-1.407784
0.0928,-0.57212949
0.093,0.68857056
0.0932,1.860968
0.0934,2.4013216
0.0936,1.9727826
0.0938,1.180618
0.094,0.074660547
0.0942,-1.0987982
0.0944,-2.0820501
0.0946,-2.223294
0.0948,-1.7135545
0.095,-0.99274045
0.0952,0.15831636
0.0954,1.4349071
0.0956,2.320864
0.0958,2.2258582
0.096,1.5153675
0.0962,0.58113313
0.0964,-0.67516106
0.0966,-1.8124326
0.0968,-2.3852503
0.097,-1.9658556
0.0972,-1.1855117
0.0974,-0.20573628
0.0976,1.0428506
0.0978,2.0938964
0.098,2.3608491
0.0982,1.7511499
0.0984,0.94152862
0.0986,-0.20038964
0.0988,-1.420118
0.099,-2.2666752
0.0992,-2.1408629
0.0994,-1.4874672
0.0996,-0.69150215
0.0998,0.50214702
0.1,1.7682855
0.1002,2.4473102
0.1004,2.046551
0.1006,1.2420614
0.1008,0.27355856
0.101,-0.97185594
0.1012,-2.0513844
0.1014,-2.3704927
0.1016,-1.7786204
0.1018,-0.95016545
0.102,0.081504464
0.1022,1.2978768
0.1024,2.2694144
0.1026,2.2666233
0.1028,1.5150005
0.103,0.63738173
0.1032,-0.52382624
0.1034,-1.6737502
0.1036,-2.330591
0.1038,-1.990687
0.104,-1.3292655
0.1042,-0.34693718
0.1044,0.86102802
0.1046,2.056946
0.1048,2.4219854
0.105,1.8889632
0.1052,0.99660975
0.1054,-0.063362211
0.1056,-1.3407762
0.1058,-2.2308695
0.106,-2.2594869
0.1062,-1.5319496
0.1064,-0.73732138
0.1066,0.41424891
0.1068,1.6926696
0.107,2.3809392
0.1072,2.0788546
0.1074,1.3270681
0.1076,0.29723692
0.1078,-0.87376362
0.108,-1.9685605
0.1082,-2.2754409
0.1084,-1.8263097
0.1086,-1.1257035
0.1088,-0.053936772
0.109,1.1685996
0.1092,2.2471042
0.1094,2.2592001
0.1096,1.6402762
0.1098,0.79355264
0.11,-0.43303108
0.1102,-1.6121864
0.1104,-2.3321111
0.1106,-2.0402837
0.1108,-1.3644975
0.111,-0.43740821
0.1112,0.76966488
0.1114,1.8958473
0.1116,2.345813
0.1118,1.9488575
0.112,1.0949315
0.1122,0.089831315
0.1124,-1.2311301
0.1126,-2.1468379
0.1128,-2.2211745
0.113,-1.6260291
0.1132,-0.90751863
0.1134,0.28284058
0.1136,1.5433341
0.1138,2.3889275
0.114,2.1998191
0.1142,1.4494755
0.1144,0.4644424
0.1146,-0.74317855
0.1148,-1.9394236
0.115,-2.3801849
0.1152,-1.8975168
0.1154,-1.1491551
0.1156,-0.19610718
0.1158,1.135645
0.116,2.2400568
0.1162,2.3342996
0.1164,1.6444668
0.1166,0.87244689
0.1168,-0.31114289
0.117,-1.5111226
0.1172,-2.3170578
0.1174,-2.0879645
0.1176,-1.413168
0.1178,-0.5374223
0.118,0.57095903
0.1182,1.8146956
0.1184,2.3956165
0.1186,1.9413741
0.1188,1.2109969
0.119,0.17449106
0.1192,-1.0661018
0.1194,-2.1313171
0.1196,-2.3065627
0.1198,-1.6603863
0.12,-0.8974449
0.1202,0.16954885
0.1204,1.4136324
0.1206,2.2730169
0.1208,2.1913519
0.121,1.4927677
0.1212,0.56694335
0.1214,-0.6176877
0.1216,-1.8246204
0.1218,-2.278883
0.122,-1.9299923
0.1222,-1.3121384
0.1224,-0.32122803
0.1226,1.027981
0.1228,2.135783
0.123,2.4351714
0.1232,1.7433939
0.1234,0.95547742
0.1236,-0.1470381
0.1238,-1.4280518
0.124,-2.3133206
0.1242,-2.2074177
0.1244,-1.4263108
0.1246,-0.65877414
0.1248,0.5100522
0.125,1.748861
0.1252,2.4020014
0.1254,2.0165968
0.1256,1.232501
0.1258,0.2676641
0.126,-0.94387507
0.1262,-2.0273418
0.1264,-2.2819433
0.1266,-1.7313669
0.1268,-1.0329005
0.127,0.040529896
0.1272,1.2712642
0.1274,2.3076267
0.1276,2.2134554
0.1278,1.5804909
0.128,0.68700725
0.1282,-0.52675772
0.1284,-1.7109156
0.1286,-2.3830276
0.1288,-2.0005426
0.129,-1.277437
0.1292,-0.33964866
0.1294,0.82299352
0.1296,1.9518406
0.1298,2.369483
0.13,1.9025764
0.1302,1.0400339
0.1304,-0.020732598
0.1306,-1.2920312
0.1308,-2.2413301
0.131,-2.1844909
0.1312,-1.5728669
0.1314,-0.82024288
0.1316,0.30025154
0.1318,1.7242244
0.132,2.3748124
0.1322,2.1335917
0.1324,1.4069808
0.1326,0.36822316
0.1328,-0.83025342
0.133,-2.0241666
0.1332,-2.3690758
0.1334,-1.8592099
0.1336,-1.0467776
0.1338,-0.086977445
0.134,1.1793647
0.1342,2.2140779
0.1344,2.3133004
0.1346,1.6416215
0.1348,0.74666637
0.135,-0.41487724
0.1352,-1.6143177
0.1354,-2.3665228
0.1356,-2.0306575
0.1358,-1.3841373
0.136,-0.46682042
0.1362,0.74995923
0.1364,1.9997767
0.1366,2.3637519
0.1368,1.9849359
0.137,1.1427615
0.1372,0.042798772
0.1374,-1.2096002
0.1376,-2.2205031
0.1378,-2.281975
0.138,-1.6473124
0.1382,-0.81057078
0.1384,0.26433679
0.1386,1.5529976
0.1388,2.2806354
0.139,2.2223072
0.1392,1.4078785
0.1394,0.4580574
0.1396,-0.74743235
0.1398,-1.8595771
0.14,-2.2528956
0.1402,-1.8516774
0.1404,-1.1720103
0.1406,-0.25436366
0.1408,1.1076068
0.141,2.1829245
0.1412,2.3246274
0.1414,1.6603462
0.1416,0.83939767
0.1418,-0.23880562
0.142,-1.4991701
0.1422,-2.3288527
0.1424,-2.1662738
0.1426,-1.3596615
0.1428,-0.57375294
0.143,0.63040876
0.1432,1.8666874
0.1434,2.371419
0.1436,1.9576404
0.1438,1.1879727
0.144,0.092897601
0.1442,-1.0457479
0.1444,-2.0962858
0.1446,-2.2108138
0.1448,-1.7111965
0.145,-0.94845015
0.1452,0.11124652
0.1454,1.4139565
0.1456,2.3319588
0.1458,2.2107878
0.146,1.464956
0.1462,0.59353882
0.1464,-0.60393101
0.1466,-1.7446789
0.1468,-2.4196823
0.147,-1.9735571
0.1472,-1.2333014
0.1474,-0.31001276
0.1476,0.95179451
0.1478,2.0922499
0.148,2.3250663
0.1482,1.8444234
0.1484,0.90799457
0.1486,-0.18109991
0.1488,-1.3887467
0.149,-2.2223618
0.1492,-2.1251185
0.1494,-1.5610981
0.1496,-0.67519552
0.1498,0.51302958
0.15,1.7436663
0.1502,2.3513548
0.1504,2.0681987
0.1506,1.3162401
0.1508,0.25178483
0.151,-0.99911398
0.1512,-2.0728283
0.1514,-2.3208585
0.1516,-1.7682226
0.1518,-0.96318483
0.152,0.037859451
0.1522,1.2773995
0.1524,2.225904
0.1526,2.2734213
0.1528,1.6156111
0.153,0.65187556
0.1532,-0.54523861
0.1534,-1.6784025
0.1536,-2.2818744
0.1538,-1.9939569
0.154,-1.3840971
0.1542,-0.41397083
0.1544,0.86646068
0.1546,2.0279527
0.1548,2.4230869
0.155,1.8556759
0.1552,1.0547228
0.1554,-0.071763642
0.1556,-1.2826172
0.1558,-2.2437799
0.156,-2.2252991
0.1562,-1.5294887
0.1564,-0.72307992
0.1566,0.40273815
0.1568,1.6345308
0.157,2.3485351
0.1572,2.0402522
0.1574,1.3633214
0.1576,0.34802127
0.1578,-0.84917033
0.158,-1.9881657
0.1582,-2.2777498
0.1584,-1.7788154
0.1586,-1.121401
0.1588,-0.1064651
0.159,1.2036684
0.1592,2.206362
0.1594,2.2664542
0.1596,1.7210377
0.1598,0.77255911
0.16,-0.37151331
0.1602,-1.6220851
0.1604,-2.3563116
0.1606,-2.1287155
0.1608,-1.3542689
0.161,-0.46126726
0.1612,0.75181508
0.1614,1.9375792
0.1616,2.3666575
0.1618,1.9078112
0.162,1.1240311
0.1622,0.0062242756
0.1624,-1.1605283
0.1626,-2.1580303
0.1628,-2.1822937
0.163,-1.6479406
0.1632,-0.84188181
0.1634,0.26045588
0.1636,1.5603119
0.1638,2.2737541
0.164,2.1946676
0.1642,1.4536375
0.1644,0.43679708
0.1646,-0.72082543
0.1648,-1.896378
0.165,-2.3241143
0.1652,-1.9167119
0.1654,-1.0931418
0.1656,-0.16364017
0.1658,1.0869833
0.166,2.0483983
0.1662,2.2942171
0.1664,1.6733971
0.1666,0.91141653
0.1668,-0.30152524
0.167,-1.4911444
0.1672,-2.2280009
0.1674,-2.0764854
0.1676,-1.4693075
0.1678,-0.6161359
0.168,0.62691224
0.1682,1.8496407
0.1684,2.3085129
0.1686,1.9805157
0.1688,1.3025293
0.169,0.19630495
0.1692,-1.1061757
0.1694,-2.1402979
0.1696,-2.2978973
0.1698,-1.666582
0.17,-0.92544299
0.1702,0.16458946
0.1704,1.4498684
0.1706,2.2807701
0.1708,2.2055845
0.171,1.5329219
0.1712,0.58800578
0.1714,-0.66546029
0.1716,-1.8070487
0.1718,-2.3065281
0.172,-1.890759
0.1722,-1.2596818
0.1724,-0.29513454
0.1726,0.94188142
0.1728,2.0050659
0.173,2.2993572
0.1732,1.870666
0.1734,1.0155724
0.1736,-0.11062136
0.1738,-1.4339807
0.174,-2.2510426
0.1742,-2.1422398
0.1744,-1.4850204
0.1746,-0.65806854
0.1748,0.54753602
0.175,1.8277466
0.1752,2.2366691
0.1754,1.9431523
0.1756,1.3290329
0.1758,0.25004086
0.176,-0.93627673
0.1762,-2.0808311
0.1764,-2.2457705
0.1766,-1.7573255
0.1768,-1.029685
0.177,0.015973842
0.1772,1.349972
0.1774,2.2192409
0.1776,2.3195159
0.1778,1.586741
0.178,0.68029529
0.1782,-0.49935913
0.1784,-1.6852523
0.1786,-2.2981095
0.1788,-2.0053158
0.179,-1.3108019
0.1792,-0.40056407
0.1794,0.90748119
0.1796,1.9902108
0.1798,2.2731891
0.18,1.8177905
0.1802,1.065677
0.1804,-0.017881446
0.1806,-1.318882
0.1808,-2.2103491
0.181,-2.1076274
0.1812,-1.5165552
0.1814,-0.77880657
0.1816,0.40309098
0.1818,1.7042894
0.182,2.3318586
0.1822,2.0697103
0.1824,1.3607485
0.1826,0.36878535
0.1828,-0.82737941
0.183,-1.9441134
0.1832,-2.3437481
0.1834,-1.8101178
0.1836,-1.0231165
0.1838,-0.080767438
0.184,1.1611362
0.1842,2.1694663
0.1844,2.2596073
0.1846,1.6670495
0.1848,0.86080432
0.185,-0.41415727
0.1852,-1.6094786
0.1854,-2.3248341
0.1856,-2.0449736
0.1858,-1.3889389
0.186,-0.49891454
0.1862,0.75697809
0.1864,1.8425905
0.1866,2.4256971
0.1868,1.9361478
0.187,1.1959007
0.1872,0.075503848
0.1874,-1.175854
0.1876,-2.1993546
0.1878,-2.2403092
0.188,-1.6328185
0.1882,-0.82926679
0.1884,0.22958371
0.1886,1.5291357
0.1888,2.363029
0.189,2.1911597
0.1892,1.4726118
0.1894,0.42797691
0.1896,-0.70146972
0.1898,-1.9090362
0.19,-2.3089461
0.1902,-1.9253314
0.1904,-1.141359
0.1906,-0.21653852
0.1908,1.0951611
0.191,2.1724377
0.1912,2.3667378
0.1914,1.7508459
0.1916,0.82549477
0.1918,-0.27929258
0.192,-1.5752017
0.1922,-2.358959
0.1924,-2.1159112
0.1926,-1.3566498
0.1928,-0.53823692
0.193,0.65903217
0.1932,1.8741022
0.1934,2.4139483
0.1936,1.9331532
0.1938,1.1957315
0.194,0.14241129
0.1942,-1.0362966
0.1944,-2.0765343
0.1946,-2.184382
0.1948,-1.6797824
0.195,-0.91611791
0.1952,0.12108213
0.1954,1.3940272
0.1956,2.2163124
0.1958,2.2103117
0.196,1.6171745
0.1962,0.60017049
0.1964,-0.63262039
0.1966,-1.8386868
0.1968,-2.3886352
0.197,-1.9243847
0.1972,-1.2178612
0.1974,-0.30028898
0.1976,1.0055562
0.1978,2.0977256
0.198,2.3000312
0.1982,1.8149824
0.1984,0.98943317
0.1986,-0.15902212
0.1988,-1.4284678
0.199,-2.2609067
0.1992,-2.1358693
0.1994,-1.4522637
0.1996,-0.67547947
0.1998,0.44748747
0.2,1.7638596
0.2002,2.3819258
0.2004,2.0800679
0.2006,1.3419291
0.2008,0.29994753
0.201,-0.92250288
0.2012,-2.0791016
0.2014,-2.377454
0.2016,-1.7592101
0.2018,-1.0141413
0.202,0.0045089945
0.2022,1.3529149
0.2024,2.3029857
0.2026,2.2207353
0.2028,1.6399951
0.203,0.69361889
0.2032,-0.48575449
0.2034,-1.7047657
0.2036,-2.3563833
0.2038,-1.9965527
0.204,-1.3283418
0.2042,-0.37252584
0.2044,0.81429374
0.2046,1.9882115
0.2048,2.3762608
0.205,1.9219638
0.2052,1.0281246
0.2054,-0.071975902
0.2056,-1.3035935
0.2058,-2.247153
0.206,-2.2221811
0.2062,-1.5717741
0.2064,-0.71369755
0.2066,0.43536577
0.2068,1.6434343
0.207,2.3273151
0.2072,2.0770733
0.2074,1.4100842
0.2076,0.34341756
0.2078,-0.86627728
0.208,-1.9714116
0.2082,-2.2851989
0.2084,-1.8590579
0.2086,-1.1228666
0.2088,0.015245277
0.209,1.2261591
0.2092,2.1512146
0.2094,2.2564492
0.2096,1.6821227
0.2098,0.81056494
0.21,-0.37243691
0.2102,-1.6339573
0.2104,-2.36432
0.2106,-2.0711792
0.2108,-1.3653094
0.211,-0.43421862
0.2112,0.71434277
0.2114,1.8937275
0.2116,2.2566242
0.2118,1.9720768
0.212,1.2007827
0.2122,0.047462728
0.2124,-1.2021998
0.2126,-2.1488514
0.2128,-2.1807532
0.213,-1.6395333
0.2132,-0.87370628
0.2134,0.24168533
0.2136,1.5357357
0.2138,2.3111088
0.214,2.2021656
0.2142,1.4554647
0.2144,0.5202837
0.2146,-0.78583115
0.2148,-1.9251077
0.215,-2.4011784
0.2152,-1.8773437
0.2154,-1.1473194
0.2156,-0.16147169
0.2158,1.0739609
0.216,2.2070589
0.2162,2.2659321
0.2164,1.7096847
0.2166,0.87809193
0.2168,-0.30890554
0.217,-1.5107009
0.2172,-2.2941799
0.2174,-2.0660877
0.2176,-1.4661552
0.2178,-0.58619022
0.218,0.59684032
0.2182,1.8448966
0.2184,2.3541055
0.2186,1.9936727
0.2188,1.1957258
0.219,0.20628685
0.2192,-1.0729572
0.2194,-2.1217654
0.2196,-2.3247194
0.2198,-1.6768365
0.22,-0.90078074
0.2202,0.20980921
0.2204,1.4864516
0.2206,2.2683415
0.2208,2.1358204
0.221,1.4337598
0.2212,0.59396333
0.2214,-0.61071754
0.2216,-1.8087468
0.2218,-2.3762896
0.222,-1.8726853
0.2222,-1.2246592
0.2224,-0.27908319
0.2226,0.9752146
0.2228,2.0358548
0.223,2.3614485
0.2232,1.8522596
0.2234,0.98052973
0.2236,-0.17880522
0.2238,-1.3972858
0.224,-2.3045232
0.2242,-2.2242177
0.2244,-1.5329909
0.2246,-0.71763867
0.2248,0.48977867
0.225,1.6762426
0.2252,2.3304961
0.2254,2.1296906
0.2256,1.3608145
0.2258,0.27659044
0.226,-0.97109002
0.2262,-2.071377
0.2264,-2.2773914
0.2266,-1.8148592
0.2268,-1.0984397
0.227,0.074803963
0.2272,1.3423909
0.2274,2.2870948
0.2276,2.2432003
0.2278,1.6619064
0.228,0.65409571
0.2282,-0.5460704
0.2284,-1.738079
0.2286,-2.4034414
0.2288,-2.0557358
0.229,-1.2692249
0.2292,-0.37270081
0.2294,0.87280548
0.2296,2.0165107
0.2298,2.3157699
0.23,1.8900303
0.2302,1.0279782
0.2304,-0.055075508
0.2306,-1.3458647
0.2308,-2.2169607
0.231,-2.1828387
0.2312,-1.609863
0.2314,-0.81222868
0.2316,0.38646883
0.2318,1.7205732
0.232,2.3764989
0.2322,2.1002927
0.2324,1.3546675
0.2326,0.36087728
0.2328,-0.88961422
0.233,-2.0249898
0.2332,-2.3931355
0.2334,-1.8222424
0.2336,-1.0333164
0.2338,-0.042770233
0.234,1.2331091
0.2342,2.1983593
0.2344,2.2172618
0.2346,1.6287282
0.2348,0.79001886
0.235,-0.40210441
0.2352,-1.6109128
0.2354,-2.3105669
0.2356,-2.032155
0.2358,-1.3949567
0.236,-0.49845558
0.2362,0.77275985
0.2364,1.9231972
0.2366,2.3315029
0.2368,1.8862699
0.237,1.1760976
0.2372,0.12089282
0.2374,-1.2011528
0.2376,-2.211313
0.2378,-2.292459
0.238,-1.6103822
0.2382,-0.84813482
0.2384,0.33829752
0.2386,1.5912359
0.2388,2.314307
0.239,2.0314262
0.2392,1.4393731
0.2394,0.51840204
0.2396,-0.72258663
0.2398,-1.9272331
0.24,-2.3393135
0.2402,-1.79168
0.2404,-1.1705216
0.2406,-0.17548364
0.2408,1.0381149
0.241,2.1677136
0.2412,2.3001173
0.2414,1.783089
0.2416,0.89586139
0.2418,-0.23557298
0.242,-1.5166413
0.2422,-2.2984939
0.2424,-2.1445346
0.2426,-1.4648702
0.2428,-0.62214226
0.243,0.59430176
0.2432,1.7753731
0.2434,2.3069811
0.2436,2.0147755
0.2438,1.2256542
0.244,0.17379117
