Data info
File name: D:\Documents\Uni\Tesi\ConditionPanda\Scripts\AutomationData\LattePanda20210304185437.dxd
Start time: 3/4/2021 18:54:41.322
Number of channels: 1
Sample rate: 5000
Store type: fast on trigger
Post time: 6000


Data1

Time (s),AI 1 - Prova (m/s2)
0.035,-0.51908201
0.0352,-0.89981705
0.0354,-0.98285609
0.0356,-0.74599242
0.0358,-0.33454299
0.036,0.15227845
0.0362,0.66332036
0.0364,0.99927157
0.0366,1.0000317
0.0368,0.63208103
0.037,0.15247063
0.0372,-0.33870497
0.0374,-0.78010017
0.0376,-0.98266107
0.0378,-0.87106174
0.038,-0.48837328
0.0382,0.0024896672
0.0384,0.51780826
0.0386,0.92164797
0.0388,1.0456387
0.039,0.80159557
0.0392,0.33289927
0.0394,-0.15656105
0.0396,-0.6236797
0.0398,-0.92073023
0.04,-0.95308822
0.0402,-0.65661711
0.0404,-0.21173689
0.0406,0.30447379
0.0408,0.78087443
0.041,1.0120932
0.0412,0.89824504
0.0414,0.49336696
0.0416,0.016412701
0.0418,-0.47302756
0.042,-0.85119826
0.0422,-0.97387242
0.0424,-0.78271323
0.0426,-0.37505287
0.0428,0.11681401
0.043,0.62843245
0.0432,0.96513808
0.0434,0.99849433
0.0436,0.69307673
0.0438,0.19462122
0.044,-0.31224146
0.0442,-0.73369581
0.0444,-0.94394106
0.0446,-0.90100163
0.0448,-0.53883064
0.045,-0.044651877
0.0452,0.48687872
0.0454,0.8754788
0.0456,1.0197202
0.0458,0.84522617
0.046,0.40717837
0.0462,-0.12893012
0.0464,-0.63946718
0.0466,-0.91084015
0.0468,-0.91238904
0.047,-0.68030977
0.0472,-0.2670131
0.0474,0.27713257
0.0476,0.77837896
0.0478,1.0144194
0.048,0.91148823
0.0482,0.54426318
0.0484,0.091885068
0.0486,-0.42536396
0.0488,-0.84185022
0.049,-0.97164375
0.0492,-0.7916683
0.0494,-0.40819395
0.0496,0.056882434
0.0498,0.58062255
0.05,0.9734506
0.0502,1.0281016
0.0504,0.68824929
0.0506,0.21812172
0.0508,-0.25375554
0.051,-0.710419
0.0512,-0.97057086
0.0514,-0.92394567
0.0516,-0.56680012
0.0518,-0.08274661
0.052,0.42900664
0.0522,0.82675678
0.0524,1.0320828
0.0526,0.90205419
0.0528,0.43433607
0.053,-0.080730148
0.0532,-0.54134619
0.0534,-0.84311521
0.0536,-0.95144755
0.0538,-0.75927299
0.054,-0.30011401
0.0542,0.23300853
0.0544,0.70569181
0.0546,0.96575195
0.0548,0.94427359
0.055,0.60700005
0.0552,0.1185379
0.0554,-0.41092464
0.0556,-0.82411522
0.0558,-0.96084142
0.056,-0.82197827
0.0562,-0.47683099
0.0564,0.012144578
0.0566,0.57708013
0.0568,0.94916993
0.057,1.0024985
0.0572,0.74842751
0.0574,0.30336946
0.0576,-0.2151273
0.0578,-0.70035106
0.058,-0.94165212
0.0582,-0.91396087
0.0584,-0.60997754
0.0586,-0.15922576
0.0588,0.38203433
0.059,0.84441447
0.0592,1.0446177
0.0594,0.89558315
0.0596,0.47253978
0.0598,-0.011212503
0.06,-0.52145982
0.0602,-0.88687211
0.0604,-0.97893226
0.0606,-0.76719826
0.0608,-0.3425658
0.061,0.1585573
0.0612,0.67020154
0.0614,0.97167516
0.0616,0.96607888
0.0618,0.63566649
0.062,0.1645321
0.0622,-0.34817058
0.0624,-0.78045583
0.0626,-0.96235883
0.0628,-0.86407727
0.063,-0.51548219
0.0632,-0.029558552
0.0634,0.50795257
0.0636,0.91635305
0.0638,1.0352064
0.064,0.77904451
0.0642,0.33314019
0.0644,-0.14391159
0.0646,-0.64130294
0.0648,-0.93458158
0.065,-0.93390465
0.0652,-0.62830347
0.0654,-0.17341843
0.0656,0.31973347
0.0658,0.7764973
0.066,1.0342426
0.0662,0.94238621
0.0664,0.50816196
0.0666,-0.0083613498
0.0668,-0.49769545
0.067,-0.82530558
0.0672,-0.96037096
0.0674,-0.82542598
0.0676,-0.38266838
0.0678,0.15756771
0.068,0.63642371
0.0682,0.92594767
0.0684,0.98538876
0.0686,0.69218469
0.0688,0.20991246
0.069,-0.30760619
0.0692,-0.75585675
0.0694,-0.93297237
0.0696,-0.872949
0.0698,-0.57362676
0.07,-0.096001312
0.0702,0.47306183
0.0704,0.89190304
0.0706,1.00327
0.0708,0.79843169
0.071,0.38106769
0.0712,-0.11591922
0.0714,-0.62870222
0.0716,-0.923329
0.0718,-0.9311797
0.072,-0.66316557
0.0722,-0.23540662
0.0724,0.2632468
0.0726,0.74886066
0.0728,1.0296247
0.073,0.95626336
0.0732,0.54678732
0.0734,0.084608033
0.0736,-0.39070553
0.0738,-0.8141706
0.074,-0.99503237
0.0742,-0.83973056
0.0744,-0.40766332
0.0746,0.068401776
0.0748,0.55590302
0.075,0.92249703
0.0752,1.0233803
0.0754,0.73342025
0.0756,0.22227225
0.0758,-0.28429213
0.076,-0.70427501
0.0762,-0.93890709
0.0764,-0.93407673
0.0766,-0.6006611
0.0768,-0.098407872
0.077,0.4249393
0.0772,0.8340252
0.0774,1.0158335
0.0776,0.8651039
0.0778,0.41523278
0.078,-0.094113931
0.0782,-0.57644635
0.0784,-0.88466918
0.0786,-0.95274693
0.0788,-0.73084748
0.079,-0.28721786
0.0792,0.2380081
0.0794,0.71870846
0.0796,0.99228716
0.0798,0.9791472
0.08,0.61884636
0.0802,0.11545727
0.0804,-0.41054028
0.0806,-0.80048561
0.0808,-0.95834601
0.081,-0.86454475
0.0812,-0.46952239
0.0814,0.034024451
0.0816,0.5441829
0.0818,0.91404104
0.082,1.0137913
0.0822,0.76649821
0.0824,0.29284543
0.0826,-0.2147458
0.0828,-0.67616791
0.083,-0.93303841
0.0832,-0.93960118
0.0834,-0.63728148
0.0836,-0.16409051
0.0838,0.37062111
0.084,0.82153928
0.0842,1.0067437
0.0844,0.87580866
0.0846,0.47964185
0.0848,-0.010767907
0.085,-0.53901994
0.0852,-0.88547802
0.0854,-0.93632549
0.0856,-0.73087907
0.0858,-0.33395496
0.086,0.16478738
0.0862,0.68894631
0.0864,1.0005337
0.0866,0.97028965
0.0868,0.61201394
0.087,0.15384457
0.0872,-0.32783389
0.0874,-0.77580905
0.0876,-0.98254055
0.0878,-0.86318517
0.088,-0.47551152
0.0882,-0.024785595
0.0884,0.47747338
0.0886,0.89688832
0.0888,1.0515332
0.089,0.81230313
0.0892,0.31700566
0.0894,-0.17326353
0.0896,-0.61865723
0.0898,-0.91201615
0.09,-0.96152407
0.0902,-0.68337893
0.0904,-0.18422928
0.0906,0.33420724
0.0908,0.76253128
0.091,0.99139225
0.0912,0.91210783
0.0914,0.51079226
0.0916,0.003958269
0.0918,-0.48697349
0.092,-0.83616233
0.0922,-0.94079441
0.0924,-0.77628237
0.0926,-0.39250112
0.0928,0.12405949
0.093,0.66538268
0.0932,0.97185868
0.0934,0.97640216
0.0936,0.70243335
0.0938,0.2296468
0.094,-0.30078807
0.0942,-0.76603657
0.0944,-0.95972562
0.0946,-0.88416147
0.0948,-0.54983371
0.095,-0.096876159
0.0952,0.43602264
0.0954,0.8812471
0.0956,1.0381838
0.0958,0.81076568
0.096,0.35757291
0.0962,-0.10812876
0.0964,-0.59755462
0.0966,-0.93509787
0.0968,-0.97674936
0.097,-0.67411983
0.0972,-0.22485679
0.0974,0.24505278
0.0976,0.73933196
0.0978,1.0215071
0.098,0.9333021
0.0982,0.54070646
0.0984,0.066649213
0.0986,-0.42708212
0.0988,-0.81793672
0.099,-0.96305585
0.0992,-0.80342567
0.0994,-0.40023711
0.0996,0.090648808
0.0998,0.60076135
0.1,0.95869285
0.1002,1.0231162
0.1004,0.71745783
0.1006,0.23089166
0.1008,-0.26022369
0.101,-0.71752107
0.1012,-0.95498997
0.1014,-0.92583883
0.1016,-0.59751737
0.1018,-0.11769187
0.102,0.39814591
0.1022,0.84147435
0.1024,1.0325962
0.1026,0.85949343
0.1028,0.4104225
0.103,-0.074419752
0.1032,-0.56582487
0.1034,-0.90057421
0.1036,-0.96899045
0.1038,-0.72965997
0.104,-0.27757156
0.1042,0.23301426
0.1044,0.70201457
0.1046,0.98911762
0.1048,0.98269534
0.105,0.60290688
0.1052,0.094277285
0.1054,-0.39303753
0.1056,-0.78907233
0.1058,-0.93891853
0.106,-0.83189422
0.1062,-0.46235147
0.1064,0.047132868
0.1066,0.57506943
0.1068,0.91742283
0.107,0.98768055
0.1072,0.76576966
0.1074,0.32283419
0.1076,-0.20673734
0.1078,-0.70965314
0.108,-0.93079537
0.1082,-0.88771826
0.1084,-0.63159353
0.1086,-0.19167842
0.1088,0.36994129
0.109,0.85241717
0.1092,1.0334568
0.1094,0.86956137
0.1096,0.45118484
0.1098,-0.011665704
0.11,-0.50214428
0.1102,-0.89982843
0.1104,-0.98318028
0.1106,-0.73137522
0.1108,-0.321033
0.111,0.14137581
0.1112,0.64711982
0.1114,0.98957652
0.1116,0.97841287
0.1118,0.61304653
0.112,0.14273253
0.1122,-0.32231802
0.1124,-0.74630505
0.1126,-0.95388275
0.1128,-0.87002331
0.113,-0.48715714
0.1132,0.012540411
0.1134,0.5141626
0.1136,0.89200634
0.1138,1.038092
0.114,0.83453578
0.1142,0.34841138
0.1144,-0.19262499
0.1146,-0.64491707
0.1148,-0.904392
0.115,-0.95103449
0.1152,-0.70475686
0.1154,-0.22851394
0.1156,0.32643974
0.1158,0.78715044
0.116,0.99072105
0.1162,0.8966617
0.1164,0.52457762
0.1166,0.025927061
0.1168,-0.50588751
0.117,-0.86665303
0.1172,-0.94641358
0.1174,-0.78147119
0.1176,-0.38666975
0.1178,0.12349156
0.118,0.63172531
0.1182,0.95968539
0.1184,0.98490971
0.1186,0.67798626
0.1188,0.20984937
0.119,-0.29357702
0.1192,-0.74960947
0.1194,-0.93911648
0.1196,-0.86140966
0.1198,-0.52688968
0.12,-0.060548346
0.1202,0.46361056
0.1204,0.89286399
0.1206,1.0304278
0.1208,0.82506734
0.121,0.38004079
0.1212,-0.1266928
0.1214,-0.63280684
0.1216,-0.92137849
0.1218,-0.95505881
0.122,-0.72209036
0.1222,-0.26640502
0.1224,0.26945108
0.1226,0.75141066
0.1228,1.0010529
0.123,0.91601741
0.1232,0.545901
0.1234,0.064348787
0.1236,-0.44326541
0.1238,-0.83619672
0.124,-0.97153181
0.1242,-0.80947793
0.1244,-0.42589459
0.1246,0.054140281
0.1248,0.58327293
0.125,0.96292949
0.1252,1.0121907
0.1254,0.70142078
0.1256,0.23717912
0.1258,-0.22950926
0.126,-0.68660301
0.1262,-0.95762032
0.1264,-0.903804
0.1266,-0.55744064
0.1268,-0.091793425
0.127,0.40616873
0.1272,0.81337303
0.1274,1.0223104
0.1276,0.8832435
0.1278,0.42706189
0.128,-0.094265953
0.1282,-0.56141329
0.1284,-0.86582404
0.1286,-0.96475387
0.1288,-0.75416154
0.129,-0.29098403
0.1292,0.24484338
0.1294,0.71876866
0.1296,0.97016346
0.1298,0.94662565
0.13,0.628573
0.1302,0.12245894
0.1304,-0.42350525
0.1306,-0.82073909
0.1308,-0.94627881
0.131,-0.83249938
0.1312,-0.4931491
0.1314,-0.00092655298
0.1316,0.54916525
0.1318,0.91694671
0.132,0.985753
0.1322,0.74148613
0.1324,0.29969797
0.1326,-0.18499228
0.1328,-0.66761732
0.133,-0.95307678
0.1332,-0.91644204
0.1334,-0.59285623
0.1336,-0.15519285
0.1338,0.33669412
0.134,0.82951617
0.1342,1.0605427
0.1344,0.89136958
0.1346,0.44650078
0.1348,-0.039454404
0.135,-0.51660371
0.1352,-0.87125677
0.1354,-1.0016726
0.1356,-0.79247427
0.1358,-0.32633087
0.136,0.17525117
0.1362,0.63908267
0.1364,0.95822245
0.1366,0.9952817
0.1368,0.65018898
0.137,0.13292274
0.1372,-0.36084872
0.1374,-0.74997371
0.1376,-0.95722729
0.1378,-0.89837712
0.138,-0.50553471
0.1382,-0.0048820255
0.1384,0.48359445
0.1386,0.87422526
0.1388,1.031033
0.139,0.80646598
0.1392,0.3371301
0.1394,-0.1620425
0.1396,-0.62651652
0.1398,-0.9011566
0.14,-0.92015082
0.1402,-0.65815169
0.1404,-0.19758441
0.1406,0.33139339
0.1408,0.78014016
0.141,1.0128332
0.1412,0.91389197
0.1414,0.50236791
0.1416,-0.0010871814
0.1418,-0.4908458
0.142,-0.86096215
0.1422,-0.98068476
0.1424,-0.80691075
0.1426,-0.38125142
0.1428,0.13604638
0.143,0.63599062
0.1432,0.94497925
0.1434,0.98743957
0.1436,0.67804939
0.1438,0.19121648
0.144,-0.30844951
0.1442,-0.74416244
0.1444,-0.9375819
0.1446,-0.88490438
0.1448,-0.56316298
0.145,-0.068949781
0.1452,0.47193745
0.1454,0.86601037
0.1456,0.99702001
0.1458,0.8198899
0.146,0.40096268
0.1462,-0.1012705
0.1464,-0.60938954
0.1466,-0.91987836
0.1468,-0.92790401
0.147,-0.65916711
0.1472,-0.25894156
0.1474,0.23614363
0.1476,0.74505436
0.1478,1.0314976
0.148,0.9371773
0.1482,0.53491521
0.1484,0.081624933
0.1486,-0.40212449
0.1488,-0.83560014
0.149,-0.99592149
0.1492,-0.81860214
0.1494,-0.40195528
0.1496,0.081814244
0.1498,0.56821978
0.15,0.92881888
0.1502,1.0255172
0.1504,0.73355794
0.1506,0.22617035
0.1508,-0.27473474
0.151,-0.68562204
0.1512,-0.92944431
0.1514,-0.93586087
0.1516,-0.60163921
0.1518,-0.10093777
0.152,0.40272096
0.1522,0.81620127
0.1524,1.0148927
0.1526,0.87619305
0.1528,0.45042184
0.153,-0.072363131
0.1532,-0.57701147
0.1534,-0.88002813
0.1536,-0.92905134
0.1538,-0.73025662
0.154,-0.30914363
0.1542,0.2395111
0.1544,0.73454756
0.1546,0.99956989
0.1548,0.92981136
0.155,0.58006036
0.1552,0.11554619
0.1554,-0.39904958
0.1556,-0.83688229
0.1558,-0.99334854
0.156,-0.84080905
0.1562,-0.45595503
0.1564,0.0016922624
0.1566,0.51786566
0.1568,0.93286902
0.157,1.0251615
0.1572,0.73478276
0.1574,0.28534752
0.1576,-0.18353514
0.1578,-0.66443342
0.158,-0.95427293
0.1582,-0.93006098
0.1584,-0.61288893
0.1586,-0.164799
0.1588,0.35281429
0.159,0.81381476
0.1592,1.0409575
0.1594,0.89573801
0.1596,0.46462309
0.1598,-0.0041075675
0.16,-0.49353632
0.1602,-0.85874206
0.1604,-0.9605546
0.1606,-0.74318719
0.1608,-0.32055113
0.161,0.1676328
0.1612,0.645895
0.1614,0.9774434
0.1616,0.97093791
0.1618,0.62846398
0.162,0.14748542
0.1622,-0.35133439
0.1624,-0.78659695
0.1626,-0.9732815
0.1628,-0.8575201
0.163,-0.49528033
0.1632,-0.023867721
0.1634,0.49825752
0.1636,0.89207798
0.1638,1.0162753
0.164,0.78253812
0.1642,0.31952408
0.1644,-0.15861768
0.1646,-0.62139362
0.1648,-0.91417599
0.165,-0.94857341
0.1652,-0.65456051
0.1654,-0.18323396
0.1656,0.31611648
0.1658,0.7597174
0.166,1.0092105
0.1662,0.94362533
0.1664,0.54370958
0.1666,0.017849751
0.1668,-0.47958177
0.167,-0.81437135
0.1672,-0.93999422
0.1674,-0.79906863
0.1676,-0.40186056
0.1678,0.13152584
0.168,0.66461396
0.1682,0.9582684
0.1684,0.96962422
0.1686,0.69351846
0.1688,0.23691237
0.169,-0.30880231
0.1692,-0.77534437
0.1694,-0.95767188
0.1696,-0.86274344
0.1698,-0.53364182
0.17,-0.082884289
0.1702,0.44512111
0.1704,0.89821917
0.1706,1.0368128
0.1708,0.79895085
0.171,0.37518755
0.1712,-0.086971708
0.1714,-0.59447688
0.1716,-0.93128872
0.1718,-0.97238082
0.172,-0.68638504
0.1722,-0.25152683
0.1724,0.23650792
0.1726,0.72292489
0.1728,1.0170354
0.173,0.96209472
0.1732,0.55950284
0.1734,0.053431798
0.1736,-0.41457891
0.1738,-0.77788007
0.174,-0.96334261
0.1742,-0.83285797
0.1744,-0.40073043
0.1746,0.11670215
0.1748,0.58097249
0.175,0.91512251
0.1752,1.0136392
0.1754,0.74369758
0.1756,0.24542853
0.1758,-0.2818999
0.176,-0.72291356
0.1762,-0.92766017
0.1764,-0.90738094
0.1766,-0.61838758
0.1768,-0.13345927
0.177,0.42186442
0.1772,0.84275937
0.1774,1.0053009
0.1776,0.85587066
0.1778,0.45402738
0.178,-0.057060417
0.1782,-0.58444625
0.1784,-0.89247686
0.1786,-0.95057273
0.1788,-0.74230945
0.179,-0.31079006
0.1792,0.21847166
0.1794,0.72429311
0.1796,0.98931551
0.1798,0.96511799
0.18,0.61272532
0.1802,0.13332143
0.1804,-0.37740207
0.1806,-0.79955918
0.1808,-0.95658761
0.181,-0.82606566
0.1812,-0.46560997
0.1814,0.023695474
0.1816,0.54087567
0.1818,0.91057903
0.182,1.0021687
0.1822,0.75055873
0.1824,0.28681901
0.1826,-0.22315297
0.1828,-0.67836219
0.183,-0.92866701
0.1832,-0.91192442
0.1834,-0.61547905
0.1836,-0.17217642
0.1838,0.36482415
0.184,0.82106888
0.1842,1.0078309
0.1844,0.88389742
0.1846,0.47575811
0.1848,-0.0013424656
0.185,-0.51566291
0.1852,-0.88828051
0.1854,-0.95761162
0.1856,-0.73777455
0.1858,-0.33871359
0.186,0.15590693
0.1862,0.67362064
0.1864,1.0013225
0.1866,0.99457902
0.1868,0.63362706
0.187,0.15959278
0.1872,-0.31830806
0.1874,-0.74541301
0.1876,-0.96884418
0.1878,-0.89466542
0.188,-0.4847104
0.1882,0.0089176688
0.1884,0.48769331
0.1886,0.86981666
0.1888,1.0310932
0.189,0.81760097
0.1892,0.3272945
0.1894,-0.18005008
0.1896,-0.62772697
0.1898,-0.89517885
0.19,-0.93592393
0.1902,-0.67686778
0.1904,-0.20439102
0.1906,0.34659284
0.1908,0.78365105
0.191,0.99256533
0.1912,0.91026628
0.1914,0.54994255
0.1916,0.041166674
0.1918,-0.51035643
0.192,-0.86992002
0.1922,-0.95438474
0.1924,-0.79575276
0.1926,-0.40202981
0.1928,0.11179724
0.193,0.64167279
0.1932,0.98047525
0.1934,0.9979521
0.1936,0.66763151
0.1938,0.22313562
0.194,-0.25948077
0.1942,-0.73451036
0.1944,-0.95724738
0.1946,-0.86235046
0.1948,-0.51279163
0.195,-0.069580823
0.1952,0.42723683
0.1954,0.86149842
0.1956,1.0425351
0.1958,0.82615441
0.196,0.34189159
0.1962,-0.12578927
0.1964,-0.58113617
0.1966,-0.91460341
0.1968,-0.98320895
0.197,-0.71255308
0.1972,-0.23406136
0.1974,0.26106399
0.1976,0.71089786
0.1978,1.0070305
0.198,0.97756386
0.1982,0.56927246
0.1984,0.057338506
0.1986,-0.42382079
0.1988,-0.81818056
0.199,-0.98005378
0.1992,-0.84277093
0.1994,-0.42023817
0.1996,0.093276225
0.1998,0.60739583
0.2,0.94439983
0.2002,1.0255258
0.2004,0.74971831
0.2006,0.26267314
0.2008,-0.24378797
0.201,-0.69943315
0.2012,-0.9369967
0.2014,-0.90859419
0.2016,-0.59141922
0.2018,-0.11254029
0.202,0.39365408
0.2022,0.81796235
0.2024,1.0163901
0.2026,0.85543466
0.2028,0.41400224
0.203,-0.07322938
0.2032,-0.55545568
0.2034,-0.8793512
0.2036,-0.96930027
0.2038,-0.73498654
0.204,-0.28454456
0.2042,0.21683669
0.2044,0.69756573
0.2046,0.9816857
0.2048,0.961501
0.205,0.61204833
0.2052,0.11187182
0.2054,-0.40533417
0.2056,-0.79515618
0.2058,-0.94310343
0.206,-0.84132826
0.2062,-0.47335738
0.2064,0.030467678
0.2066,0.57030791
0.2068,0.93683022
0.207,1.0109229
0.2072,0.76402569
0.2074,0.32568532
0.2076,-0.19136864
0.2078,-0.69476062
0.208,-0.94565344
0.2082,-0.91389495
0.2084,-0.5998407
0.2086,-0.15889303
0.2088,0.34547129
0.209,0.82941288
0.2092,1.0432752
0.2094,0.86772567
0.2096,0.44193435
0.2098,-0.0095890099
0.21,-0.49594864
0.2102,-0.86960739
0.2104,-0.98671693
0.2106,-0.76097965
0.2108,-0.30435061
0.211,0.17207016
0.2112,0.63546568
0.2114,0.9768582
0.2116,1.0130599
0.2118,0.64414823
0.212,0.13154018
0.2122,-0.35101026
0.2124,-0.76833129
0.2126,-0.9678517
0.2128,-0.89453632
0.213,-0.51142347
0.2132,0.0056735501
0.2134,0.51232111
0.2136,0.88310862
0.2138,1.012073
0.214,0.81855613
0.2142,0.3681744
0.2144,-0.15888444
0.2146,-0.64202285
0.2148,-0.88664842
0.215,-0.90627658
0.2152,-0.67077535
0.2154,-0.225898
0.2156,0.31634882
0.2158,0.7822656
0.216,1.0005739
0.2162,0.89245951
0.2164,0.50867254
0.2166,0.038235206
0.2168,-0.4752419
0.217,-0.88254374
0.2172,-0.98357606
0.2174,-0.77491701
0.2176,-0.38122845
0.2178,0.09983331
0.218,0.63231045
0.2182,0.99052882
0.2184,1.0048678
0.2186,0.66812193
0.2188,0.21140975
0.219,-0.28288952
0.2192,-0.75109529
0.2194,-0.96689939
0.2196,-0.89031696
0.2198,-0.52816319
0.22,-0.064434975
0.2202,0.4602747
0.2204,0.89904815
0.2206,1.0411841
0.2208,0.84297168
0.221,0.39114714
0.2212,-0.098178402
0.2214,-0.59274727
0.2216,-0.91515994
0.2218,-0.95034039
0.222,-0.69049823
0.2222,-0.2549746
0.2224,0.25691059
0.2226,0.74234945
0.2228,1.0062877
0.223,0.93222934
0.2232,0.55523753
0.2234,0.069635175
0.2236,-0.42783362
0.2238,-0.82754856
0.224,-0.97787666
0.2242,-0.81908697
0.2244,-0.41195437
0.2246,0.061729968
0.2248,0.5782935
0.225,0.95145029
0.2252,1.02297
0.2254,0.72589082
0.2256,0.24170539
0.2258,-0.23671745
0.226,-0.694534
0.2262,-0.95660198
0.2264,-0.92346668
0.2266,-0.57942373
0.2268,-0.088500544
0.227,0.4227536
0.2272,0.83567739
0.2274,1.0288588
0.2276,0.8885327
0.2278,0.44560009
0.228,-0.084123425
0.2282,-0.58470726
0.2284,-0.87096703
0.2286,-0.92963076
0.2288,-0.74318719
0.229,-0.30503327
0.2292,0.24593049
0.2294,0.72256929
0.2296,0.97204792
0.2298,0.94440556
0.23,0.61652297
0.2302,0.13974082
0.2304,-0.38627106
0.2306,-0.81622142
0.2308,-0.95710111
0.231,-0.82227367
0.2312,-0.46911508
0.2314,0.0031579961
0.2316,0.54748434
0.2318,0.94635606
0.232,1.0119067
0.2322,0.72594243
0.2324,0.28061187
0.2326,-0.19726887
0.2328,-0.68994176
0.233,-0.96936619
0.2332,-0.92567819
0.2334,-0.59925848
0.2336,-0.13956027
0.2338,0.34885597
0.234,0.79456234
0.2342,1.0433067
0.2344,0.918966
0.2346,0.46459153
0.2348,-0.013260514
0.235,-0.47639212
0.2352,-0.84368026
0.2354,-0.97933382
0.2356,-0.78684944
0.2358,-0.33559853
0.236,0.16934808
0.2362,0.63888192
0.2364,0.94987553
0.2366,0.98394877
0.2368,0.66127807
0.237,0.14183761
0.2372,-0.38047695
0.2374,-0.78034973
0.2376,-0.96057749
0.2378,-0.87984169
0.238,-0.52887172
0.2382,-0.0157187
0.2384,0.51710844
0.2386,0.89233047
0.2388,1.0184896
0.239,0.80387014
0.2392,0.3335934
0.2394,-0.17238583
0.2396,-0.65183556
0.2398,-0.92097402
0.24,-0.93456721
0.2402,-0.66040337
0.2404,-0.2005474
0.2406,0.3350735
0.2408,0.79794413
0.241,1.0232655
0.2412,0.92187172
0.2414,0.53232795
0.2416,0.027900495
0.2418,-0.48964968
0.242,-0.85616338
0.2422,-0.97073722
0.2424,-0.81259584
0.2426,-0.39643365
